Brain_Region,Loading
"A6vl, ventrolateral area 6,Left",0.22796854898138214
"A6vl, ventrolateral area 6,Right",0.19564447515825503
"A24rv, rostroventral area 24,Right",0.18903607973051012
"A44d,dorsal area 44,Right",0.17418054827516044
"A38l, lateral area 38,Left",0.17376035713900995
"dCa, dorsal caudate,Left",0.17125217657179562
"A5l, lateral area 5,Left",0.1603255685198968
"A44v, ventral area 44,Left",0.1602386314281693
"A37vl, ventrolateral area 37,Right",0.155589430317264
"rCunG, rostral cuneus gyrus,Right",0.15288505735484764
