Brain_Region,Loading
"A6dl, dorsolateral area 6,Left",0.20140838729771146
"A4hf, area 4(head and face region),Left",0.18868280386397993
"A8dl, dorsolateral area 8,Left",0.17950514632981585
"A9/46d, dorsal area 9/46,Right",0.17921461959186982
"A23v, ventral area 23,Right",0.16941286793278304
"A6m, medial area 6,Left",0.1652865061693209
"A6m, medial area 6,Right",0.15693555905001488
"A20il, intermediate lateral area 20,Right",0.15296266022737243
"A5m, medial area 5(PEm),Right",0.1525235319414043
"A2, area 2,Right",0.1416285266413524
