Brain_Region,Loading
"A8m, medial area 8,Right",0.37897075791239226
"A10m, medial area 10,Left",0.26421455871739874
"A10m, medial area 10,Right",0.2369659219729706
"A5m, medial area 5(PEm),Right",0.1986112990237575
"A37elv, extreme lateroventral area37,Right",0.1573718550381621
"A44v, ventral area 44,Left",0.15436705982853405
"A8m, medial area 8,Left",0.13375538251437447
"A9m,medial area 9,Right",0.12850026993150868
"A9m,medial area 9,Left",0.12689991798115866
"A7r, rostral area 7,Left",0.125106087029665
