Brain_Region,Loading
"A6m, medial area 6,Left",0.42101511336840974
"A9/46d, dorsal area 9/46,Left",0.23296797875191663
"A6dl, dorsolateral area 6,Right",0.18981074197692765
"A8m, medial area 8,Left",0.18242448066349723
"A9l, lateral area 9,Right",0.14502360907475398
"A9/46d, dorsal area 9/46,Right",0.14273857603865744
"A41/42, area 41/42,Left",0.13771395538129882
"GP, globus pallidus,Right",0.13488473189346964
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.13072898847085196
"A7r, rostral area 7,Right",0.1258940325383715
