Brain_Region,Loading
"A44d,dorsal area 44,Left",0.27114952388748553
"IFJ, inferior frontal junction,Right",0.24073170524877768
"A12/47l, lateral area 12/47,Left",0.20961545951821514
"A46, area 46,Left",0.20551523804326058
"A46, area 46,Right",0.19927703295166127
"A44d,dorsal area 44,Right",0.17756026939243857
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.1726892285578479
"A9l, lateral area 9,Left",0.17072568009731437
"vmPu, ventromedial putamen,Left",0.1676263497999337
"A6vl, ventrolateral area 6,Right",0.16667363455448067
