Brain_Region,Loading
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.22341182471473456
"rCunG, rostral cuneus gyrus,Right",0.19727838878932577
"A6vl, ventrolateral area 6,Left",0.17985542902909857
"rTtha, rostral temporal thalamus,Left",0.16523201345250418
"dCa, dorsal caudate,Left",0.16276019541207415
"rLinG, rostral lingual gyrus,Right",0.15199797022034214
"TI, area TI(temporal agranular insular cortex),Left",0.15142356744292687
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.1415662376039871
"A8m, medial area 8,Right",0.137760140739108
"A8dl, dorsolateral area 8,Left",0.13297265775003236
