Brain_Region,Loading
"A10l, lateral area10,Left",0.27287229167166976
"A8vl, ventrolateral area 8,Right",0.18582328570695175
"A6dl, dorsolateral area 6,Left",0.17438673889610254
"A2, area 2,Right",0.1651131958558552
"vId/vIg, ventral dysgranular and granular insula,Right",0.1635736242930356
"iOccG, inferior occipital gyrus,Right",0.16146041370069866
"A4ul, area 4(upper limb region),Right",0.15485696892152373
"A9/46v, ventral area 9/46 ,Right",0.1524415076137575
"A8vl, ventrolateral area 8,Left",0.14974370936629625
"TE1.0 and TE1.2,Right",0.1467317231475641
