Brain_Region,Loading
"A44d,dorsal area 44,Right",0.44491145941471366
"A46, area 46,Right",0.2633465971341853
"A10l, lateral area10,Left",0.2536141045283675
"A8vl, ventrolateral area 8,Left",0.2308387597177705
"IFJ, inferior frontal junction,Left",0.19059648790505168
"A10l, lateral area10,Right",0.1869694217463388
"A8vl, ventrolateral area 8,Right",0.16896380675357764
"A4t, area 4(trunk region),Right",0.16644830325375257
"IFJ, inferior frontal junction,Right",0.15310854789421433
"A9/46v, ventral area 9/46 ,Left",0.1266045285094918
