Brain_Region,Loading
"cpSTS, caudoposterior superior temporal sulcus,Right",0.20370035905701556
"vmPOS,ventromedial parietooccipital sulcus,Left",0.18561213095849835
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.17560834056967023
"A9m,medial area 9,Left",0.16869007820341664
"vCa, ventral caudate,Right",0.1685689076628627
"lsOccG, lateral superior occipital gyrus,Right",0.1675581413175605
"A6m, medial area 6,Right",0.15946769237638375
"PPtha, posterior parietal thalamus,Left",0.15583191145567368
"A39c, caudal area 39(PGp),Right",0.15374402510903365
"A23d, dorsal area 23,Right",0.15261397178250385
