Brain_Region,Loading
"vId/vIg, ventral dysgranular and granular insula,Right",0.38260218181821026
"A24cd, caudodorsal area 24,Right",0.30632653506079316
"A6vl, ventrolateral area 6,Right",0.27940956268827627
"A5l, lateral area 5,Right",0.24741839349474878
"GP, globus pallidus,Left",0.23028982211951782
"A46, area 46,Right",0.16134515044620662
"A24rv, rostroventral area 24,Right",0.14040601987109202
"A5m, medial area 5(PEm),Right",0.13540211956480455
"IFS, inferior frontal sulcus,Right",0.13176090274237204
"A32p, pregenual area 32,Right",0.12848798303671388
