Brain_Region,Loading
"A45c, caudal area 45,Left",0.4191745038361099
"A45c, caudal area 45,Right",0.3656648326496373
"A12/47o, orbital area 12/47,Right",0.19477768056627073
"A44op, opercular area 44,Left",0.187534015951824
"vmPOS,ventromedial parietooccipital sulcus,Right",0.17195256090046498
"A44v, ventral area 44,Right",0.1627159331194485
"A39rd, rostrodorsal area 39(Hip3),Right",0.15560252886727516
"rLinG, rostral lingual gyrus,Left",0.13487525128623254
"A4tl, area 4(tongue and larynx region),Left",0.13103166338043074
"A7c, caudal area 7,Left",0.12369762054520166
