Brain_Region,Loading
"rHipp, rostral hippocampus,Left",0.1918232968530549
"mAmyg, medial amygdala,Right",0.18716599214068202
"A46, area 46,Left",0.17849983823071053
"A6dl, dorsolateral area 6,Right",0.16615503621429398
"A20il, intermediate lateral area 20,Left",0.16015316396284068
"iOccG, inferior occipital gyrus,Right",0.15376840421391658
"A8dl, dorsolateral area 8,Left",0.15031226501219885
"A40c, caudal area 40(PFm),Left",0.14214639137817595
"A46, area 46,Right",0.13566177136302146
"A5l, lateral area 5,Left",0.13449525497750583
