Brain_Region,Loading
"A45r, rostral area 45,Right",0.3474753686686677
"A44v, ventral area 44,Left",0.3156933674811874
"A44op, opercular area 44,Right",0.2729313461987661
"rTtha, rostral temporal thalamus,Right",0.19967745624407793
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.1993420028997623
"A14m, medial area 14,Right",0.171186569566238
"A22r, rostral area 22,Right",0.1603643429045262
"A14m, medial area 14,Left",0.13141570490167495
"A45c, caudal area 45,Right",0.13003181667945424
"A44d,dorsal area 44,Left",0.1295266327317055
