Brain_Region,Loading
"A9/46v, ventral area 9/46 ,Left",0.35835289315324553
"A6vl, ventrolateral area 6,Left",0.28968843132710187
"A8vl, ventrolateral area 8,Right",0.2735180932922749
"A12/47l, lateral area 12/47,Left",0.1830048830311057
"IFS, inferior frontal sulcus,Left",0.16691124916632566
"A10m, medial area 10,Right",0.15398414203912342
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Left",0.1449140241609342
"dIa, dorsal agranular insula,Left",0.14488370571712897
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.14090562387809716
"A44v, ventral area 44,Left",0.1323938612765493
