Brain_Region,Loading
"A8vl, ventrolateral area 8,Right",0.4383324566500037
"A6vl, ventrolateral area 6,Left",0.36155678127331486
"A10l, lateral area10,Left",0.33116638516054725
"A44d,dorsal area 44,Right",0.18274468631528495
"A8vl, ventrolateral area 8,Left",0.17822568882916312
"A9/46v, ventral area 9/46 ,Left",0.16000711462376824
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.14945115628154676
"cHipp, caudal hippocampus,Left",0.13756177178767565
"vmPu, ventromedial putamen,Right",0.12449416473796879
"A10m, medial area 10,Right",0.12336721912737718
