Brain_Region,Loading
"A9m,medial area 9,Right",0.4127043157531367
"A9m,medial area 9,Left",0.3236302096054082
"A8dl, dorsolateral area 8,Right",0.3172983967118017
"A8m, medial area 8,Right",0.23400710964479085
"A8dl, dorsolateral area 8,Left",0.2201909304086297
"A9/46d, dorsal area 9/46,Left",0.19050951705142638
"A9/46d, dorsal area 9/46,Right",0.1649723025734856
"A8m, medial area 8,Left",0.1624100217331171
"A9l, lateral area 9,Right",0.1437242026345171
"A6m, medial area 6,Left",0.1231536647543554
