Brain_Region,Loading
Unnamed: 0,0.20893610557077189
"dlPu, dorsolateral putamen,Right",0.18299533363822815
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Right",0.1781902328408583
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.16947695725610568
"A20rv, rostroventral area 20,Left",0.16487925511886967
"A4tl, area 4(tongue and larynx region),Right",0.16201541183131038
"A20cv, caudoventral of area 20,Right",0.16065058417055106
"OPC, occipital polar cortex,Left",0.15084591537393238
"lAmyg, lateral amygdala,Right",0.1413987840675195
"A38l, lateral area 38,Right",0.1380578102909262
