Brain_Region,Loading
"A37elv, extreme lateroventral area37,Right",0.1750834977881573
"A9m,medial area 9,Left",0.16903274124078907
"TE1.0 and TE1.2,Left",0.15596930685696528
"PPtha, posterior parietal thalamus,Right",0.14885239490536661
"lAmyg, lateral amygdala,Right",0.14001593256186443
"G, hypergranular insula,Left",0.1357028831914834
"A4t, area 4(trunk region),Left",0.13296687067956792
"A37lv, lateroventral area37,Right",0.13238074193534002
"A9l, lateral area 9,Left",0.13203319398868224
"mPMtha, pre-motor thalamus,Left",0.13178930701039476
