Brain_Region,Loading
"A7ip, intraparietal area 7(hIP3),Right",0.18681539476455578
"A8m, medial area 8,Left",0.18221069258825642
"A20r, rostral area 20,Left",0.17113433114121568
"A39rd, rostrodorsal area 39(Hip3),Left",0.15645475518189336
"A37lv, lateroventral area37,Right",0.15473841132485833
"rpSTS, rostroposterior superior temporal sulcus,Right",0.13460176248900532
"A32sg, subgenual area 32,Right",0.1324330917463664
"A40rv, rostroventral area 40(PFop),Right",0.13201057539150352
"A39rd, rostrodorsal area 39(Hip3),Right",0.1313309001388391
"A46, area 46,Right",0.13045971019073405
