Brain_Region,Loading
"cTtha, caudal temporal thalamus,Right",0.2314260487571368
"NAC, nucleus accumbens,Right",0.20699730170029784
"A5l, lateral area 5,Right",0.1613058078366958
"lAmyg, lateral amygdala,Right",0.14935853340634495
"iOccG, inferior occipital gyrus,Right",0.14716305703092414
"PPtha, posterior parietal thalamus,Right",0.14675950638779883
"A4ul, area 4(upper limb region),Left",0.1424080162582616
"A6cdl, caudal dorsolateral area 6,Right",0.1396214532094156
"NAC, nucleus accumbens,Left",0.1385434813810476
"A8dl, dorsolateral area 8,Right",0.13207344912090369
