Brain_Region,Loading
"aSTS, anterior superior temporal sulcus,Left",0.20553212091613376
"A7m, medial area 7(PEp),Right",0.17680603724258223
"A7m, medial area 7(PEp),Left",0.17476043665455418
"A9m,medial area 9,Left",0.16630223646700462
"A32p, pregenual area 32,Left",0.16049387887562533
"A39rd, rostrodorsal area 39(Hip3),Left",0.15250955271241665
"A45r, rostral area 45,Right",0.15123325597554452
"A20il, intermediate lateral area 20,Left",0.1402407230011391
"IFS, inferior frontal sulcus,Left",0.13889330362232918
"cCunG, caudal cuneus gyrus,Left",0.13888428933021954
