Brain_Region,Loading
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.18525848474685502
"cHipp, caudal hippocampus,Left",0.180553393802166
"A4ul, area 4(upper limb region),Left",0.17977105664107873
"A38l, lateral area 38,Left",0.15537474121716166
"cpSTS, caudoposterior superior temporal sulcus,Left",0.1544938024964263
"mPMtha, pre-motor thalamus,Left",0.1462515957218624
"vIa, ventral agranular insula,Right",0.14583822345589192
"lAmyg, lateral amygdala,Right",0.14426399078735574
"A38m, medial area 38,Right",0.13964453941993923
"PPtha, posterior parietal thalamus,Right",0.13647737716748265
