Brain_Region,Loading
"A21c, caudal area 21,Left",0.17820608265908766
"A8dl, dorsolateral area 8,Left",0.17171210215978455
"lsOccG, lateral superior occipital gyrus,Right",0.16541406715998838
"A7c, caudal area 7,Right",0.15663575449378575
"A8dl, dorsolateral area 8,Right",0.15221898008631074
"dIg, dorsal granular insula,Left",0.14196220471079585
"A12/47o, orbital area 12/47,Right",0.13674493516189842
"A12/47l, lateral area 12/47,Right",0.13613158276807608
"cTtha, caudal temporal thalamus,Left",0.13606582776089693
"A20cl, caudolateral of area 20,Right",0.13240598435154347
