Brain_Region,Loading
"A20cv, caudoventral of area 20,Right",0.1904836819958045
"NAC, nucleus accumbens,Right",0.16607311554884607
"A24rv, rostroventral area 24,Left",0.16026256956806997
"A7c, caudal area 7,Right",0.15660655769213308
"lsOccG, lateral superior occipital gyrus,Left",0.15377613882975874
"A35/36c, caudal area 35/36,Right",0.14461587310095556
"A20cv, caudoventral of area 20,Left",0.1409344516031564
"A5l, lateral area 5,Left",0.13636043504468823
"A11l, lateral area 11,Right",0.13599886727170968
"A31, area 31 (Lc1),Right",0.13118709720302593
