Brain_Region,Loading
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.1820410302609914
"A35/36c, caudal area 35/36,Right",0.17950462607625908
"A40rd, rostrodorsal area 40(PFt),Right",0.16752422771284975
"A38l, lateral area 38,Right",0.16441636707812948
"rTtha, rostral temporal thalamus,Left",0.16134177999711422
"A38m, medial area 38,Left",0.15493797459373362
"A11l, lateral area 11,Left",0.14982972303817613
"V5/MT+, area V5/MT+,Right",0.14603115872274847
"A46, area 46,Left",0.14169200001609192
"A32sg, subgenual area 32,Right",0.14075269842878668
