Brain_Region,Loading
"TI, area TI(temporal agranular insular cortex),Left",0.16770747413096979
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.16314253870903428
"A40rv, rostroventral area 40(PFop),Left",0.152360287355663
"A11l, lateral area 11,Right",0.15097785268395283
"A10m, medial area 10,Left",0.14798179942288064
"A22r, rostral area 22,Left",0.14290269194317676
"A4ll, area 4, (lower limb region),Left",0.1399226610624573
"A4t, area 4(trunk region),Left",0.13886912888403732
"vIa, ventral agranular insula,Right",0.1375361913999962
"A10m, medial area 10,Right",0.13336886814007792
