Brain_Region,Loading
"rTtha, rostral temporal thalamus,Left",0.18956615619537567
"mPFtha, medial pre-frontal thalamus,Right",0.18125161779692173
"A37lv, lateroventral area37,Right",0.17874484495326576
"A20r, rostral area 20,Left",0.17472371248658844
"A20cl, caudolateral of area 20,Left",0.1676340995966323
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.15400501417866533
"dIg, dorsal granular insula,Right",0.14602735437101558
"A38l, lateral area 38,Left",0.1459404186784896
"A40rv, rostroventral area 40(PFop),Right",0.13551838086081533
"OPC, occipital polar cortex,Left",0.13486205487754827
