Brain_Region,Loading
"A7ip, intraparietal area 7(hIP3),Left",0.22570577899975955
"A7ip, intraparietal area 7(hIP3),Right",0.19112656110278592
"lsOccG, lateral superior occipital gyrus,Right",0.1764173558399415
"A39c, caudal area 39(PGp),Right",0.15891976040040326
"vmPOS,ventromedial parietooccipital sulcus,Left",0.15553960739695513
"mOccG, middle occipital gyrus,Right",0.14953471183010472
"vmPOS,ventromedial parietooccipital sulcus,Right",0.14818075413430737
"rLinG, rostral lingual gyrus,Left",0.14083915790941737
"lsOccG, lateral superior occipital gyrus,Left",0.13969840113754087
"mPMtha, pre-motor thalamus,Left",0.13567897659498282
