Brain_Region,Loading
"A45c, caudal area 45,Right",0.17879128593089827
"A4hf, area 4(head and face region),Right",0.167531697569082
"A32p, pregenual area 32,Right",0.1627393265483655
"NAC, nucleus accumbens,Left",0.14195354907322202
"A40rd, rostrodorsal area 40(PFt),Left",0.13851453556971643
"A20r, rostral area 20,Right",0.1357551876384269
"cTtha, caudal temporal thalamus,Right",0.13380043126712318
"A8vl, ventrolateral area 8,Left",0.1328494462767862
"TE1.0 and TE1.2,Right",0.1315253553608288
"vIa, ventral agranular insula,Right",0.1308620033491224
