Brain_Region,Loading
"mPFtha, medial pre-frontal thalamus,Left",0.18725535832278334
"vId/vIg, ventral dysgranular and granular insula,Left",0.16447702081378698
"A45r, rostral area 45,Left",0.16378274465151435
"lPFtha, lateral pre-frontal thalamus,Left",0.14993742497996743
"dIa, dorsal agranular insula,Left",0.14975102768834658
"A13, area 13,Right",0.14731131403107534
"dIa, dorsal agranular insula,Right",0.144468847306891
"PPtha, posterior parietal thalamus,Left",0.14352500813986047
"A8dl, dorsolateral area 8,Right",0.1343932293789231
"A12/47o, orbital area 12/47,Right",0.12943775717968758
