Brain_Region,Loading
"A21r, rostral area 21,Left",0.1739651610554986
"A38m, medial area 38,Right",0.15611707965674274
"A20iv, intermediate ventral area 20,Right",0.15160615038921044
"iOccG, inferior occipital gyrus,Right",0.14692461145038033
"iOccG, inferior occipital gyrus,Left",0.1445463894609062
"TH, area TH (medial PPHC),Left",0.14056395389848697
"A40rv, rostroventral area 40(PFop),Left",0.13892209007734105
"A40rd, rostrodorsal area 40(PFt),Left",0.13783439188112517
"A24cd, caudodorsal area 24,Right",0.1341776640302314
"A20iv, intermediate ventral area 20,Left",0.13339712492212438
