Brain_Region,Loading
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.2236271508736275
"A13, area 13,Right",0.15685313958971336
"vCa, ventral caudate,Right",0.14440241030165554
"A46, area 46,Left",0.14322588775186262
"A6vl, ventrolateral area 6,Right",0.14222736197300995
"lsOccG, lateral superior occipital gyrus,Left",0.13982472303544694
"A6cdl, caudal dorsolateral area 6,Left",0.13372184090404923
"rHipp, rostral hippocampus,Right",0.12881622115385355
"A35/36c, caudal area 35/36,Left",0.12862341782916878
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.12789285893258748
