Brain_Region,Loading
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.18482653190507556
"PPtha, posterior parietal thalamus,Right",0.1767387460086987
"iOccG, inferior occipital gyrus,Left",0.17636267009415915
"mAmyg, medial amygdala,Left",0.1673778811947407
"A22r, rostral area 22,Left",0.16705608807931188
"rTtha, rostral temporal thalamus,Left",0.16660474255896096
"OPC, occipital polar cortex,Left",0.14388117961235442
"mPFtha, medial pre-frontal thalamus,Right",0.13950219528380856
"lAmyg, lateral amygdala,Left",0.13805397433030886
"A44op, opercular area 44,Left",0.1335967012820912
