Brain_Region,Loading
"GP, globus pallidus,Right",0.18067156256300948
"rpSTS, rostroposterior superior temporal sulcus,Left",0.16320073785188624
"A37lv, lateroventral area37,Left",0.1488939886770415
"A37dl, dorsolateral area37,Left",0.14377665059253492
"A40c, caudal area 40(PFm),Left",0.14007965211655193
"A22c, caudal area 22,Left",0.13770643696003906
Unnamed: 0,0.13756608730390738
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.13678707601421225
"GP, globus pallidus,Left",0.1309017615744699
"A21r, rostral area 21,Left",0.12973694299212346
