Brain_Region,Loading
"rHipp, rostral hippocampus,Right",0.18567810061529683
"A6dl, dorsolateral area 6,Left",0.16124263579062206
"A10l, lateral area10,Left",0.16111025335474327
"mPMtha, pre-motor thalamus,Left",0.15861171685059863
"A22r, rostral area 22,Left",0.15735713544328847
"A10l, lateral area10,Right",0.149831143381509
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.14492394173892792
"A38l, lateral area 38,Right",0.14236014574016098
"A20il, intermediate lateral area 20,Right",0.1356429555382979
"A44op, opercular area 44,Left",0.1341972673989183
