Brain_Region,Loading
"A10m, medial area 10,Left",0.1610898814178539
"dCa, dorsal caudate,Right",0.15901405644695196
"A37dl, dorsolateral area37,Left",0.15518075063342604
"msOccG, medial superior occipital gyrus,Right",0.15288188239618036
"mOccG, middle occipital gyrus,Left",0.14695330613858557
"A20il, intermediate lateral area 20,Left",0.1445373150699427
"A10l, lateral area10,Left",0.14345179226239227
"cpSTS, caudoposterior superior temporal sulcus,Left",0.14316742985568368
"A44d,dorsal area 44,Right",0.13680693617828282
"A9m,medial area 9,Right",0.13618832982215714
