Brain_Region,Loading
"vCa, ventral caudate,Left",0.22746566307634614
"mAmyg, medial amygdala,Left",0.1911233302254441
"A20cv, caudoventral of area 20,Left",0.16138515999751882
"cCunG, caudal cuneus gyrus,Right",0.15629987987674268
"A39c, caudal area 39(PGp),Right",0.1541086300979854
"A20il, intermediate lateral area 20,Left",0.1534881683647903
"lPFtha, lateral pre-frontal thalamus,Left",0.14993611440798865
"lAmyg, lateral amygdala,Left",0.14350949607403063
"A20iv, intermediate ventral area 20,Left",0.1382785472350407
"OPC, occipital polar cortex,Right",0.1354306279124217
