Brain_Region,Loading
"lAmyg, lateral amygdala,Left",0.23559646488025324
"IFJ, inferior frontal junction,Right",0.16672499738769858
"cpSTS, caudoposterior superior temporal sulcus,Left",0.1653984901191668
"A39rd, rostrodorsal area 39(Hip3),Right",0.16386114741051738
"A46, area 46,Right",0.16324303973958598
"A8vl, ventrolateral area 8,Right",0.16189514505340932
"A44v, ventral area 44,Right",0.1590111469765094
"A23c, caudal area 23,Left",0.14684007916736347
"A44v, ventral area 44,Left",0.14490037485945062
"NAC, nucleus accumbens,Right",0.14284927228361208
