Brain_Region,Loading
"A37dl, dorsolateral area37,Right",0.16670948305909977
"TI, area TI(temporal agranular insular cortex),Left",0.15722594968933687
"aSTS, anterior superior temporal sulcus,Left",0.15536485280766768
"A35/36r, rostral area 35/36,Left",0.14587119205510884
"rTtha, rostral temporal thalamus,Right",0.14550557950925838
"rHipp, rostral hippocampus,Left",0.14047858817066353
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Right",0.13656299047623913
"A22c, caudal area 22,Left",0.1341416057072078
"A35/36c, caudal area 35/36,Left",0.13324327448821546
"A9/46v, ventral area 9/46 ,Left",0.13190159500290774
