Brain_Region,Loading
"A1/2/3tru, area1/2/3(trunk region),Right",0.17345108289778355
"A6vl, ventrolateral area 6,Right",0.172471770081777
"A41/42, area 41/42,Right",0.15605423641035526
"A7c, caudal area 7,Right",0.1506028582933678
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.14840663365056372
"A23d, dorsal area 23,Left",0.14809155900587917
"OPC, occipital polar cortex,Left",0.14598401416551296
"cCunG, caudal cuneus gyrus,Right",0.1377847878168652
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.13625781715875568
"A23v, ventral area 23,Right",0.1333379249798692
