Brain_Region,Loading
"dCa, dorsal caudate,Right",0.19142661923220305
"A23d, dorsal area 23,Left",0.16731046815971973
"A23c, caudal area 23,Right",0.1633207254539546
"mPMtha, pre-motor thalamus,Right",0.15523592237952405
"rpSTS, rostroposterior superior temporal sulcus,Right",0.15068530169744723
"A40rd, rostrodorsal area 40(PFt),Right",0.14611898051260444
"Otha, occipital thalamus,Right",0.14269567765403926
"A20rv, rostroventral area 20,Left",0.1400880096336846
"A7pc, postcentral area 7,Left",0.13919075865273595
"A9l, lateral area 9,Right",0.13311618505558037
