Brain_Region,Loading
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.18105299982719186
"A9/46v, ventral area 9/46 ,Right",0.17315292964721496
"A22r, rostral area 22,Left",0.16393039732557238
"Stha, sensory thalamus,Right",0.162134452012722
"A7pc, postcentral area 7,Right",0.14581505249812715
"vmPOS,ventromedial parietooccipital sulcus,Right",0.14535459638360876
"A4t, area 4(trunk region),Left",0.14117315121949134
"A9/46v, ventral area 9/46 ,Left",0.14098652096674136
"dIa, dorsal agranular insula,Left",0.14002234367515967
"A6vl, ventrolateral area 6,Right",0.13840357892482635
