Brain_Region,Loading
"A45c, caudal area 45,Left",0.17963927746298616
"vIa, ventral agranular insula,Right",0.15610868084544866
"cpSTS, caudoposterior superior temporal sulcus,Left",0.145219995095864
"A40rd, rostrodorsal area 40(PFt),Right",0.14448727328305436
"A35/36c, caudal area 35/36,Left",0.14273077463190328
"A37lv, lateroventral area37,Right",0.1412892367072209
"A37elv, extreme lateroventral area37,Right",0.13723505943015935
"A20iv, intermediate ventral area 20,Right",0.1362753078934895
"A24cd, caudodorsal area 24,Right",0.13340144897105422
"OPC, occipital polar cortex,Left",0.12662788962927934
