Brain_Region,Loading
"A11l, lateral area 11,Left",0.21252754188708872
"A22c, caudal area 22,Right",0.20005846400836833
"A12/47o, orbital area 12/47,Left",0.17119844442589005
"cpSTS, caudoposterior superior temporal sulcus,Right",0.16400260905543732
"A22r, rostral area 22,Right",0.15512065752551138
"OPC, occipital polar cortex,Right",0.15130762526750774
"A39rv, rostroventral area 39(PGa),Left",0.13910253795875255
"TE1.0 and TE1.2,Left",0.13796751051914122
"A32p, pregenual area 32,Left",0.13438583066055113
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.13417472853696344
