Brain_Region,Loading
"A6m, medial area 6,Left",0.22305140497328851
"dIg, dorsal granular insula,Right",0.21370137121583588
"TE1.0 and TE1.2,Right",0.19627690062942854
"A45r, rostral area 45,Right",0.1891228796601318
"cCunG, caudal cuneus gyrus,Right",0.17691512987001165
"TH, area TH (medial PPHC),Left",0.17212833733650235
"vId/vIg, ventral dysgranular and granular insula,Left",0.1650999996853587
"A22r, rostral area 22,Left",0.14883644385076933
"A31, area 31 (Lc1),Left",0.1487776883658074
"A14m, medial area 14,Left",0.14699575507961415
