Brain_Region,Loading
"A44op, opercular area 44,Right",0.22239240388999743
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Left",0.16576614432433168
"vCa, ventral caudate,Right",0.1622210356408955
"rTtha, rostral temporal thalamus,Left",0.16000459990031293
"A40rd, rostrodorsal area 40(PFt),Left",0.15678873074081645
"lAmyg, lateral amygdala,Right",0.14649402302557246
"rTtha, rostral temporal thalamus,Right",0.14316586953902521
"A12/47l, lateral area 12/47,Left",0.1379629209058353
"A22c, caudal area 22,Right",0.1350757553087739
"A8m, medial area 8,Right",0.13344495682665714
