Brain_Region,Loading
"rpSTS, rostroposterior superior temporal sulcus,Left",0.19145491657478544
"A4t, area 4(trunk region),Left",0.18554176194274005
"Otha, occipital thalamus,Right",0.1561290045572455
"A20iv, intermediate ventral area 20,Right",0.15103808491576076
"A39rv, rostroventral area 39(PGa),Left",0.1446625097177616
"A20cl, caudolateral of area 20,Right",0.1425724620681386
"IFJ, inferior frontal junction,Left",0.14206501155432555
"A14m, medial area 14,Left",0.13338500013632043
"A5m, medial area 5(PEm),Left",0.1326084426932372
"A21c, caudal area 21,Left",0.13211691287328212
