Brain_Region,Loading
"A4hf, area 4(head and face region),Left",0.16148810828372182
"A44op, opercular area 44,Right",0.14722552791266916
"dId, dorsal dysgranular insula,Right",0.1422433063382171
"A4tl, area 4(tongue and larynx region),Left",0.13838473998860487
"cHipp, caudal hippocampus,Right",0.13837695090970364
"G, hypergranular insula,Left",0.132080060378923
"A39rd, rostrodorsal area 39(Hip3),Left",0.1273473127786578
"A4t, area 4(trunk region),Right",0.12677518586488895
"dId, dorsal dysgranular insula,Left",0.12573646940542804
"A8m, medial area 8,Right",0.12035026655903322
