Brain_Region,Loading
"A40c, caudal area 40(PFm),Right",0.20186018083367369
"A7c, caudal area 7,Right",0.1823684426570679
"A10m, medial area 10,Right",0.17799522748310867
"A12/47l, lateral area 12/47,Left",0.1724907536828444
"A37dl, dorsolateral area37,Left",0.14349161210496536
"A8m, medial area 8,Left",0.14077699418203035
"iOccG, inferior occipital gyrus,Right",0.1382325891902714
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.13629496077557737
"rLinG, rostral lingual gyrus,Left",0.12831929063648148
"A2, area 2,Left",0.12582244136713044
