Brain_Region,Loading
"A8dl, dorsolateral area 8,Right",0.24134680527343325
"cpSTS, caudoposterior superior temporal sulcus,Left",0.1884672189828744
"A23v, ventral area 23,Left",0.17400900876739347
"rTtha, rostral temporal thalamus,Right",0.17334747694092548
"A6cdl, caudal dorsolateral area 6,Left",0.16763035533696927
"A37elv, extreme lateroventral area37,Right",0.1637753971030364
"A22c, caudal area 22,Right",0.16204180508001603
"lAmyg, lateral amygdala,Left",0.1515287118824368
"V5/MT+, area V5/MT+,Right",0.15092159270070513
"A23v, ventral area 23,Right",0.14263924835783826
