Brain_Region,Loading
"A24cd, caudodorsal area 24,Left",0.18696662610115286
"A10l, lateral area10,Left",0.16150622785092036
"vmPOS,ventromedial parietooccipital sulcus,Left",0.1599472253001309
"rpSTS, rostroposterior superior temporal sulcus,Right",0.15290841109949357
"A40c, caudal area 40(PFm),Left",0.1491473554909302
"dId, dorsal dysgranular insula,Left",0.14638677224187022
"A40rv, rostroventral area 40(PFop),Left",0.1456447340645722
"rTtha, rostral temporal thalamus,Left",0.14138283079144237
"A20iv, intermediate ventral area 20,Left",0.1403543061299117
"A46, area 46,Right",0.13287685516440234
