Brain_Region,Loading
"A38m, medial area 38,Right",0.18137546415708414
"rpSTS, rostroposterior superior temporal sulcus,Left",0.17634216279349071
"A20cv, caudoventral of area 20,Left",0.17003220663003896
"A8m, medial area 8,Left",0.15954788158985062
"dlPu, dorsolateral putamen,Left",0.15472197101501123
"A45c, caudal area 45,Right",0.15279845158298874
"A37lv, lateroventral area37,Right",0.1502011384312859
"A6cvl, caudal ventrolateral area 6,Left",0.14504140710419558
"rLinG, rostral lingual gyrus,Left",0.13990549369650038
"vIa, ventral agranular insula,Left",0.13797553129635728
