Brain_Region,Loading
"rpSTS, rostroposterior superior temporal sulcus,Right",0.2251950855921635
"A7pc, postcentral area 7,Right",0.215852170265216
"mPFtha, medial pre-frontal thalamus,Left",0.1917763671174368
"A4ll, area 4, (lower limb region),Left",0.1709684094229974
"A20r, rostral area 20,Left",0.16713954305020876
"A20rv, rostroventral area 20,Left",0.16482351971748913
"lsOccG, lateral superior occipital gyrus,Right",0.16178305390062125
"A6m, medial area 6,Left",0.15997252948612772
"A39rd, rostrodorsal area 39(Hip3),Left",0.15033176091351824
"A24cd, caudodorsal area 24,Left",0.12872471767264665
