Brain_Region,Loading
"A37elv, extreme lateroventral area37,Right",0.24217432864582783
"A11l, lateral area 11,Right",0.2147084936325377
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Right",0.20259355054729722
"A20il, intermediate lateral area 20,Left",0.18430413302645637
"A39rd, rostrodorsal area 39(Hip3),Left",0.18086104679698314
"vIa, ventral agranular insula,Left",0.16866080726867602
"dCa, dorsal caudate,Right",0.16517665046310684
"A23v, ventral area 23,Left",0.16254518242844823
"rCunG, rostral cuneus gyrus,Left",0.15999876311519046
"V5/MT+, area V5/MT+,Right",0.15980295763978009
