Brain_Region,Loading
"A7ip, intraparietal area 7(hIP3),Right",0.2332254252964118
"TI, area TI(temporal agranular insular cortex),Right",0.17432040956617834
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.17263389064250415
"A38l, lateral area 38,Left",0.1672141310100722
"A6m, medial area 6,Right",0.14990694042179362
"A7r, rostral area 7,Left",0.14816679682421274
"A8m, medial area 8,Right",0.1481167324513793
"TH, area TH (medial PPHC),Left",0.13037390449133252
"A44d,dorsal area 44,Left",0.1295656896459734
"A32p, pregenual area 32,Left",0.12843154991615807
