Brain_Region,Loading
"aSTS, anterior superior temporal sulcus,Right",0.2023793553296775
"A6cdl, caudal dorsolateral area 6,Left",0.19552894361746606
"A8dl, dorsolateral area 8,Right",0.19517435767189295
"A44d,dorsal area 44,Right",0.18028421518978813
"A5l, lateral area 5,Right",0.1775157826526208
"A4hf, area 4(head and face region),Left",0.17547311533706367
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.16234612006954838
"rLinG, rostral lingual gyrus,Right",0.1460943323637708
"A12/47o, orbital area 12/47,Left",0.14372256276182077
"A22r, rostral area 22,Left",0.13958148137005721
