Brain_Region,Loading
"rCunG, rostral cuneus gyrus,Left",0.23846703045870854
"rHipp, rostral hippocampus,Left",0.16493473594384814
"vmPu, ventromedial putamen,Left",0.1578470061267055
"A10l, lateral area10,Left",0.15628193832354903
"A35/36c, caudal area 35/36,Right",0.1555863897424875
"A37vl, ventrolateral area 37,Right",0.14631133773027089
"A22c, caudal area 22,Right",0.1351130810767415
"A7c, caudal area 7,Right",0.1337914876905288
"A7r, rostral area 7,Right",0.13207251699898231
"A7r, rostral area 7,Left",0.13105678962846287
