Brain_Region,Loading
"A35/36c, caudal area 35/36,Left",0.18415675527125575
"A21r, rostral area 21,Left",0.18018979203787996
"cpSTS, caudoposterior superior temporal sulcus,Right",0.1725425664454721
"A23d, dorsal area 23,Left",0.16596224475816732
"lPFtha, lateral pre-frontal thalamus,Right",0.16493184838405447
"IFS, inferior frontal sulcus,Right",0.1531217779367005
"A46, area 46,Right",0.14804917281153215
"A2, area 2,Left",0.13576255096873535
"A37mv, medioventral area37,Right",0.1355598849576087
"A20rv, rostroventral area 20,Left",0.13096999859702793
