Brain_Region,Loading
"IFS, inferior frontal sulcus,Left",0.21406889251732872
"A44v, ventral area 44,Left",0.18555474939902106
"A20r, rostral area 20,Left",0.17889122368321506
"A12/47o, orbital area 12/47,Left",0.17092065979214136
"A23c, caudal area 23,Left",0.1665463792839821
"A6dl, dorsolateral area 6,Right",0.16609648997110427
"A9/46d, dorsal area 9/46,Left",0.15774194811056097
"A32p, pregenual area 32,Right",0.15618433419778063
"A6cvl, caudal ventrolateral area 6,Left",0.14672674189967108
"A41/42, area 41/42,Left",0.14482549433363265
