Brain_Region,Loading
"A45c, caudal area 45,Left",0.18817866647849157
"aSTS, anterior superior temporal sulcus,Left",0.1736565262314404
"A9l, lateral area 9,Left",0.17101235973630652
"A21r, rostral area 21,Right",0.16319768534629378
"A14m, medial area 14,Left",0.15821418109947044
"vIa, ventral agranular insula,Right",0.15236946323387696
"A20r, rostral area 20,Right",0.14902263610388577
"A7ip, intraparietal area 7(hIP3),Right",0.1368264556262909
"A39rv, rostroventral area 39(PGa),Left",0.13617832818977163
"NAC, nucleus accumbens,Left",0.13434571635975906
