Brain_Region,Loading
"cpSTS, caudoposterior superior temporal sulcus,Left",0.20774045488530998
"A7r, rostral area 7,Left",0.1599291973172406
"mPMtha, pre-motor thalamus,Left",0.14930455096680115
"V5/MT+, area V5/MT+,Right",0.14777194488425296
"A20rv, rostroventral area 20,Left",0.1440759402559798
"vId/vIg, ventral dysgranular and granular insula,Right",0.14350267916726178
"iOccG, inferior occipital gyrus,Left",0.13933680171097232
"A21c, caudal area 21,Left",0.13734127604382174
"PPtha, posterior parietal thalamus,Left",0.13277853187790514
"TI, area TI(temporal agranular insular cortex),Right",0.13090508202630521
