Brain_Region,Loading
"rLinG, rostral lingual gyrus,Left",0.16004144596396006
"A45r, rostral area 45,Right",0.15051979370662172
"A20rv, rostroventral area 20,Right",0.1499500547191544
"A4ul, area 4(upper limb region),Right",0.14637156536016244
"aSTS, anterior superior temporal sulcus,Right",0.1346461567353862
"Otha, occipital thalamus,Left",0.13178568375598818
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.12872881328685418
"A37lv, lateroventral area37,Left",0.12798713272541634
"A37elv, extreme lateroventral area37,Left",0.12336131643336415
"A20rv, rostroventral area 20,Left",0.1207523156323617
