Brain_Region,Loading
"A37vl, ventrolateral area 37,Right",0.18703381992616613
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Right",0.16114068952257402
"A45r, rostral area 45,Left",0.1571337848626699
"G, hypergranular insula,Right",0.15659478094269347
"A45c, caudal area 45,Right",0.1537741397215825
"A13, area 13,Left",0.13963259542834977
"A20il, intermediate lateral area 20,Left",0.13527146941000687
"cLinG, caudal lingual gyrus,Left",0.13484659732537402
"rTtha, rostral temporal thalamus,Left",0.13464884838278568
"A9/46d, dorsal area 9/46,Left",0.13200220108981506
