Brain_Region,Loading
"A44v, ventral area 44,Right",0.1881010449982693
"A11l, lateral area 11,Left",0.1718816499300577
"IFJ, inferior frontal junction,Left",0.16884436507698594
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Left",0.1514948731133999
"mPMtha, pre-motor thalamus,Left",0.14961699599408734
"IFS, inferior frontal sulcus,Right",0.14816513381363788
"V5/MT+, area V5/MT+,Right",0.14720423568206467
"aSTS, anterior superior temporal sulcus,Right",0.13625791893144792
"A20cv, caudoventral of area 20,Right",0.1288448956521851
"A20iv, intermediate ventral area 20,Right",0.12829582161373196
